FinalID,CommonName,CaliforniaTaxon,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicAuthority,FinalIDAuthority,Source
Agathon dismalea,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Blephariceridae,Blepharicerinae,,,Agathon,Agathon aylmeri group,Agathon dismalea,,,(Hogue),SAFIT,DFG-ABL
Agathon doanei,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Blephariceridae,,,,Agathon,,Agathon doanei,,,(Kellogg),SAFIT,DFG-ABL
Agathon elegantulus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Blephariceridae,,,,Agathon,,Agathon elegantulus,,,von Röder,SAFIT,DFG-ABL
Agathon markii,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Blephariceridae,Blepharicerinae,,,Agathon,Agathon aylmeri group,Agathon markii,,,(Garrett),SAFIT,DFG-ABL
Agathon sequoiarum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Blephariceridae,Blepharicerinae,,,Agathon,Agathon aylmeri group,Agathon sequoiarum,,,(Alexander),SAFIT,DFG-ABL
Agraylea,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Agraylea,,,,,Curtis,SAFIT,DFG-ABL
Agraylea multipunctata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Agraylea,,Agraylea multipunctata,,,Curtis,SAFIT,DFG-ABL
Agraylea saltesea,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Agraylea,,Agraylea saltesea,,,Ross,SAFIT,DFG-ABL
Agrypnia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Phryganeidae,,,,Agrypnia,,,,,Curtis,SAFIT,DFG-ABL
Agrypnia dextra,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Phryganeidae,,,,Agrypnia,,Agrypnia dextra,,,Ross,SAFIT,DFG-ABL
Agrypnia glacialis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Phryganeidae,,,,Agrypnia,,Agrypnia glacialis,,,Hagen,SAFIT,DFG-ABL
Agrypnia improba,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Phryganeidae,,,,Agrypnia,,Agrypnia improba,,,(Hagen),SAFIT,DFG-ABL
Agrypnia pagetana,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Phryganeidae,,,,Agrypnia,,Agrypnia pagetana,,,Curis,SAFIT,DFG-ABL
Agrypnia vestita,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Phryganeidae,,,,Agrypnia,,Agrypnia vestita,,,(Walker),SAFIT,DFG-ABL
Albia,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Axonopsidae,,,,Albia,,,,,,SAFIT,DFG-ABL
Alienacanthomysis,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Mysida,,,Mysidae,,,,Alienacanthomysis,,,,,Holmquist,SAFIT,DFG-ABL
Alienacanthomysis macropsis,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Mysida,,,Mysidae,,,,Alienacanthomysis,,Alienacanthomysis macropsis,,,Tattersall,SAFIT,DFG-ABL
Alisotrichia,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Alisotrichia,,,,,Flint,SAFIT,DFG-ABL
Alisotrichia arizonica,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Alisotrichia,,Alisotrichia arizonica,,,(Blickle & Denning),SAFIT,DFG-ABL
Allocosmoecus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Allocosmoecus,,,,,Banks,SAFIT,DFG-ABL
Allocosmoecus partitus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Allocosmoecus,,Allocosmoecus partitus,,,Banks,SAFIT,DFG-ABL
Allomyia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Apataniidae,,,,Allomyia,,,,,Banks,SAFIT,DFG-ABL
Allomyia acanthis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Apataniidae,,,,Allomyia,,Allomyia acanthis,,,(Ross),SAFIT,DFG-ABL
Allomyia cascadis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Apataniidae,,,,Allomyia,,Allomyia cascadis,,,(Ross),SAFIT,DFG-ABL
Allomyia cidoipes,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Apataniidae,,,,Allomyia,,Allomyia cidoipes,,,(Schmid),SAFIT,DFG-ABL
Allomyia renoa,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Apataniidae,,,,Allomyia,,Allomyia renoa,,,(Milne),SAFIT,DFG-ABL
Allomyia tripunctata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Apataniidae,,,,Allomyia,,Allomyia tripunctata,,,(Banks),SAFIT,DFG-ABL
Alloperla,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Chloroperlidae,,,,Alloperla,,,,,Banks,SAFIT,DFG-ABL
Alloperla chandleri,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Chloroperlidae,,,,Alloperla,,Alloperla chandleri,,,Jewett,SAFIT,DFG-ABL
Alloperla delicata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Chloroperlidae,,,,Alloperla,,Alloperla delicata,,,Frison,SAFIT,DFG-ABL
Alloperla elevata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Chloroperlidae,,,,Alloperla,,Alloperla elevata,,,Frison,SAFIT,DFG-ABL
Alloperla fraterna,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Chloroperlidae,,,,Alloperla,,Alloperla fraterna,,,Frison,SAFIT,DFG-ABL
Alloperla serrata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Chloroperlidae,,,,Alloperla,,Alloperla serrata,,,Needham and Claassen,SAFIT,DFG-ABL
Alloperla severa,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Chloroperlidae,,,,Alloperla,,Alloperla severa,,,(Hagen),SAFIT,DFG-ABL
Alloperla thalia,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Chloroperlidae,,,,Alloperla,,Alloperla thalia,,,Ricker,SAFIT,DFG-ABL
Allotrichoma,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Ephydridae,,,,Allotrichoma,,,,,Becker,SAFIT,DFG-ABL
Alluaudomyia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Ceratopogonidae,Ceratopogoninae,,,Alluaudomyia,,,,,Kieffer,SAFIT,DFG-ABL
Alona,,TRUE,Arthropoda,Crustacea,,Branchiopoda,,,Cladocera,,,Chydoridae,,,,Alona,,,,,,SAFIT,DFG-ABL
Alotanypus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Tanypodinae,Macropelopiini,,Alotanypus,,,,,Roback,SAFIT,DFG-ABL
Alotanypus venustus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Tanypodinae,Macropelopiini,,Alotanypus,,Alotanypus venustus,,,(Coquillett),SAFIT,DFG-ABL
Ambrysus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,,,,Stal,SAFIT,DFG-ABL
Ambrysus amargosus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus amargosus,,,La Rivers,SAFIT,DFG-ABL
Ambrysus arizonus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus arizonus,,,La Rivers,SAFIT,DFG-ABL
Ambrysus californicus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus californicus,,,Montandon,SAFIT,DFG-ABL
Ambrysus circumcinctus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus circumcinctus,,,Montandon,SAFIT,DFG-ABL
Ambrysus funebris,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus funebris,,,La Rivers,SAFIT,DFG-ABL
Ambrysus melanopterus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus melanopterus,,,Stal,SAFIT,DFG-ABL
Ambrysus mormon,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus mormon,,,Montandon,SAFIT,DFG-ABL
Ambrysus occidentalis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus occidentalis,,,La Rivers,SAFIT,DFG-ABL
Ambrysus pulchellus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus pulchellus,,,Montandon,SAFIT,DFG-ABL
Ambrysus puncticollis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus puncticollis,,,Stal,SAFIT,DFG-ABL
Ambrysus relictus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus relictus,,,Polhemus and Polhemus,SAFIT,DFG-ABL
Ambrysus thermarum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus thermarum,,,La Rivers,SAFIT,DFG-ABL
Ambrysus woodburyi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Naucoridae,,,,Ambrysus,,Ambrysus woodburyi,,,Usinger,SAFIT,DFG-ABL
Ameletidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,,,,,,McCafferty,SAFIT,DFG-ABL
Ameletus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,,,,Eaton,SAFIT,DFG-ABL
Ameletus amador,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus amador,,,Mayo,SAFIT,DFG-ABL
Ameletus andersoni,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus andersoni,,,Zloty,SAFIT,DFG-ABL
Ameletus bellulus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus bellulus,,,Zloty,SAFIT,DFG-ABL
Ameletus celer,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus celer,,,McDunnough,SAFIT,DFG-ABL
Ameletus cooki,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus cooki,,,McDunnough,SAFIT,DFG-ABL
Ameletus dissitus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus dissitus,,,Eaton,SAFIT,DFG-ABL
Ameletus doddsianus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus doddsianus,,,Zloty,SAFIT,DFG-ABL
Ameletus edmundsi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus edmundsi,,,Zloty,SAFIT,DFG-ABL
Ameletus exquisitus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus exquisitus,,,Eaton,SAFIT,DFG-ABL
Ameletus falsus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus falsus,,,McDunnough,SAFIT,DFG-ABL
Ameletus imbellis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus imbellis,,,Day,SAFIT,DFG-ABL
Ameletus majusculus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus majusculus,,,Zloty,SAFIT,DFG-ABL
Ameletus minumus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus minumus,,,Zloty and Harper,SAFIT,DFG-ABL
Ameletus oregonensis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus oregonensis,,,McDunnough,SAFIT,DFG-ABL
Ameletus pritchardi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus pritchardi,,,Zloty,SAFIT,DFG-ABL
Ameletus quadratus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus quadratus,,,Zloty and Harper,SAFIT,DFG-ABL
Ameletus shepardi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus shepardi,,,Traver,SAFIT,DFG-ABL
Ameletus similior,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus similior,,,McDunnough,SAFIT,DFG-ABL
Ameletus sparsatus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus sparsatus,,,McDunnough,SAFIT,DFG-ABL
Ameletus subnotatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus subnotatus,,,Eaton,SAFIT,DFG-ABL
Ameletus suffusus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus suffusus,,,McDunnough,SAFIT,DFG-ABL
Ameletus tolae,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus tolae,,,Zloty,SAFIT,DFG-ABL
Ameletus validus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus validus,,,McDunnough,SAFIT,DFG-ABL
Ameletus vancouverensis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus vancouverensis,,,McDunnough,SAFIT,DFG-ABL
Ameletus velox,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus velox,,,Dodds,SAFIT,DFG-ABL
Ameletus vernalis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ameletidae,,,,Ameletus,,Ameletus vernalis,,,McDunnough,SAFIT,DFG-ABL
Americorophium,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Corophiidae,,,,Americorophium,,,,,Bousfield and Hoover,SAFIT,DFG-ABL
Americorophium lacustre,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Corophiidae,,,,Americorophium,,Americorophium lacustre,,,Vanhoffen,SAFIT,DFG-ABL
Americorophium salmonis,,FALSE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Corophiidae,,,,Americorophium,,Americorophium salmonis,,,(Stimpson),SAFIT,DFG-ABL
Americorophium spinicorne,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Corophiidae,,,,Americorophium,,Americorophium spinicorne,,,(Stimpson),SAFIT,DFG-ABL
Americorophium stimpsoni,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Corophiidae,,,,Americorophium,,Americorophium stimpsoni,,,(Shoemaker),SAFIT,DFG-ABL
Ametor,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydrophilidae,,,,Ametor,,,,,Semenov,SAFIT,DFG-ABL
Ametor latus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydrophilidae,,,,Ametor,,Ametor latus,,,(Horn),SAFIT,DFG-ABL
Ametor scabrosus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydrophilidae,,,,Ametor,,Ametor scabrosus,,,(Horn),SAFIT,DFG-ABL
Ametropodidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ametropodidae,,,,,,,,,Bengtsson,SAFIT,DFG-ABL
Ametropus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ametropodidae,,,,Ametropus,,,,,Albarda,SAFIT,DFG-ABL
Ametropus ammophilus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ametropodidae,,,,Ametropus,,Ametropus ammophilus,,,Allen and Edmunds,SAFIT,DFG-ABL
Amiocentrus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Brachycentridae,,,,Amiocentrus,,,,,Ross,SAFIT,DFG-ABL
Amiocentrus aspilus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Brachycentridae,,,,Amiocentrus,,Amiocentrus aspilus,,,(Ross),SAFIT,DFG-ABL
Amnicola,,TRUE,Mollusca,,,Gastropoda,Prosobranchia,,Hypsogastropoda,,,Amnicolidae,,,,Amnicola,,,,,Gould and Haldeman,SAFIT,DFG-ABL
Amnicola limosa,,TRUE,Mollusca,,,Gastropoda,Prosobranchia,,Hypsogastropoda,,,Amnicolidae,,,,Amnicola,,Amnicola limosa,,,(Say),SAFIT,DFG-ABL
Amnicolidae,,TRUE,Mollusca,,,Gastropoda,Prosobranchia,,Hypsogastropoda,,,Amnicolidae,,,,,,,,,Tryon,SAFIT,DFG-ABL
Amphiagrion,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Coenagrionidae,,,,Amphiagrion,,,,,Selys,SAFIT,DFG-ABL
Amphiagrion abbreviatum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Coenagrionidae,,,,Amphiagrion,,Amphiagrion abbreviatum,,,(Selys),SAFIT,DFG-ABL
Amphicosmoecus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Amphicosmoecus,,,,,Schmid,SAFIT,DFG-ABL
Amphicosmoecus canax,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Amphicosmoecus,,Amphicosmoecus canax,,,(Ross),SAFIT,DFG-ABL
Amphinemura,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Nemouridae,,,,Amphinemura,,,,,Ris,SAFIT,DFG-ABL
Amphinemura apache,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Nemouridae,,,,Amphinemura,,Amphinemura apache,,,Baumann and Gaufin,SAFIT,DFG-ABL
Amphinemura mogollonica,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Nemouridae,,,,Amphinemura,,Amphinemura mogollonica,,,Baumann and Gaufin,SAFIT,DFG-ABL
Amphinemura venusta,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Nemouridae,,,,Amphinemura,,Amphinemura venusta,,,(Banks),SAFIT,DFG-ABL
Amphipoda,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,,,,,,,,,,Latreille,SAFIT,DFG-ABL
Amphizoa,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Amphizoidae,,,,Amphizoa,,,,,LeConte,SAFIT,DFG-ABL
Amphizoa insolens,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Amphizoidae,,,,Amphizoa,,Amphizoa insolens,,,LeConte,SAFIT,DFG-ABL
Amphizoa lecontei,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Amphizoidae,,,,Amphizoa,,Amphizoa lecontei,,,Matthews,SAFIT,DFG-ABL
Amphizoa striata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Amphizoidae,,,,Amphizoa,,Amphizoa striata,,,Van Dyke,SAFIT,DFG-ABL
Amphizoidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Amphizoidae,,,,,,,,,LeConte,SAFIT,DFG-ABL
Ampullariidae,,TRUE,Mollusca,,,Gastropoda,Prosobranchia,,Architaenioglossa,,,Ampullariidae,,,,,,,,,Gray,SAFIT,DFG-ABL
Ampumixis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Elmidae,,,,Ampumixis,,,,,Sanderson,SAFIT,DFG-ABL
Ampumixis dispar,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Elmidae,,,,Ampumixis,,Ampumixis dispar,,,Fall,SAFIT,DFG-ABL
Anabolia,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Anabolia,,,,,Stephens,SAFIT,DFG-ABL
Anabolia bimaculata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Anabolia,,Anabolia bimaculata,,,(Walker),SAFIT,DFG-ABL
Anacaena,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydrophilidae,,,,Anacaena,,,,,Thomson,SAFIT,DFG-ABL
Anacaena limbata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydrophilidae,,,,Anacaena,,Anacaena limbata,,,(Fabricius),SAFIT,DFG-ABL
Anacaena signaticollis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydrophilidae,,,,Anacaena,,Anacaena signaticollis,,,(Fall),SAFIT,DFG-ABL
Anacroneuria,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Perlidae,,,,Anacroneuria,,,,,Klapalek,SAFIT,DFG-ABL
Anacroneuria wipukupa,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Perlidae,,,,Anacroneuria,,Anacroneuria wipukupa,,,Baumann and Olson,SAFIT,DFG-ABL
Anagapetus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Anagapetus,,,,,Ross,SAFIT,DFG-ABL
Anagapetus aisha,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Anagapetus,,Anagapetus aisha,,,Denning,SAFIT,DFG-ABL
Anagapetus bernea,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Anagapetus,,Anagapetus bernea,,,Ross,SAFIT,DFG-ABL
Anagapetus chandleri,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Anagapetus,,Anagapetus chandleri,,,Ross,SAFIT,DFG-ABL
Anagapetus debilis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Anagapetus,,Anagapetus debilis,,,Ross,SAFIT,DFG-ABL
Anagapetus hoodi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Anagapetus,,Anagapetus hoodi,,,Ross,SAFIT,DFG-ABL
Anax,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Aeshnidae,,,,Anax,,,,,Leach,SAFIT,DFG-ABL
Anax junius,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Aeshnidae,,,,Anax,,Anax junius,,,(Drury),SAFIT,DFG-ABL
Anax walsinghami,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Aeshnidae,,,,Anax,,Anax walsinghami,,,McLachlan,SAFIT,DFG-ABL
Anchycteis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Ptilodactylidae,,,,Anchycteis,,,,,Horn,SAFIT,DFG-ABL
Anchycteis velutina,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Ptilodactylidae,,,,Anchycteis,,Anchycteis velutina,,,Horn,SAFIT,DFG-ABL
Ancylidae,,TRUE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Ancylidae,,,,,,,,,Rafinesque,SAFIT,DFG-ABL
Anisitsiellidae,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Anisitsiellidae,,,,,,,,,Koenike,SAFIT,DFG-ABL
Anisogammaridae,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Anisogammaridae,,,,,,,,,Bousfield,SAFIT,DFG-ABL
Annelida,,TRUE,Annelida,,,,,,,,,,,,,,,,,,Lamarck,SAFIT,DFG-ABL
Anodonta,,TRUE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Anodonta,,,,,Lamarck,SAFIT,DFG-ABL
Anodonta californiensis,,TRUE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Anodonta,,Anodonta californiensis,,,Lea,SAFIT,DFG-ABL
Anodonta couperiana,,TRUE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Anodonta,,Anodonta couperiana,,,Lea,SAFIT,DFG-ABL
Anodonta dejecta,,FALSE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Anodonta,,Anodonta dejecta,,,Lewis,SAFIT,DFG-ABL
Anodonta kennerlyi,,FALSE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Anodonta,,Anodonta kennerlyi,,,Lea,SAFIT,DFG-ABL
Anodonta nuttalliana,Winged Floater Mussel,TRUE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Anodonta,,Anodonta nuttalliana,,,Lea,SAFIT,DFG-ABL
Anodonta oregonense,,TRUE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Anodonta,,Anodonta oregonense,,,Lea,SAFIT,DFG-ABL
Anopheles,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Anopheles,,,,,Meigen,SAFIT,DFG-ABL
Anopheles franciscanus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Anopheles,,Anopheles franciscanus,,,McCracken,SAFIT,DFG-ABL
Anopheles freeborni,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Anopheles,,Anopheles freeborni,,,Aitken,SAFIT,DFG-ABL
